,Cloud,Area,GLON,GLAT,theta,WCO,Vcent,Rmax,Rmin,Rang,Rgal,INF,Dnear,Dfar,Rnear,Rfar,Mnear,Mfar,_RA.icrs,_DE.icrs,phyD,Md2
6138,6139,0.078125,108.9743,-0.120676,-28.2295,8.56635,-30.399,0.330248,0.170482,0.21252,10.173,0,3.47153,3.47153,12.8766,12.8766,2142.84,2142.84,344.367722,59.626582,2.73068404428211,177.80660894429957
5844,5845,0.078125,99.95744,2.343466,5.77203,7.85074,-67.8164,0.304237,0.184896,0.218285,12.751,0,8.15469,8.15469,31.0678,31.0678,10836.2,10836.2,327.346431,56.861645,7.405015891106263,162.9529023319973
5707,5708,0.078125,108.3013,1.734713,-25.4809,7.6943,-86.8424,0.283185,0.178521,0.208201,15.0948,0,10.0919,10.0919,36.6722,36.6722,16265.6,16265.6,341.48663,60.990396,9.348209928908473,159.7070953490686
6266,6267,0.109375,97.95178,-0.515612,56.605,7.62862,-21.0419,0.379404,0.125,0.180984,9.59304,0,3.42415,3.42415,10.8161,10.8161,1856.54,1856.54,327.793856,53.378856,2.6761177597780477,158.34295593441462
5749,5750,0.09375,110.785,2.798437,-21.9777,7.57532,-80.023,0.456487,0.125,0.192494,14.4022,0,9.00571,9.00571,30.2561,30.2561,12752.3,12752.3,345.246429,63.035427,8.267499206951571,157.23622388103627
6133,6134,0.109375,103.977,-1.428642,32.8728,7.48316,-30.3302,0.233812,0.125,0.154015,10.1226,0,3.81595,3.81595,10.2576,10.2576,2261.74,2261.74,337.244194,56.108784,3.0681139184070108,155.32355704390008
5985,5986,0.109375,106.3836,-0.171198,11.2491,7.32047,-44.328,0.29185,0.125,0.165829,11.0308,0,5.03054,5.03054,14.5597,14.5597,3845.21,3845.21,339.928924,58.40344,4.284480300093641,151.94655214804595
6038,6039,0.125,106.1982,0.633971,-18.8666,7.28313,-43.5737,0.298475,0.21307,0.238406,10.9761,0,4.96723,4.96723,20.6686,20.6686,3729.91,3729.91,338.857069,59.013995,4.22069860505072,151.17146196599998
6190,6191,0.15625,93.04033,-1.06003,-4.43574,7.09771,-27.3191,0.2784,0.252592,0.260918,9.90976,0,4.66432,4.66432,21.2408,21.2408,3205.13,3205.13,322.426168,49.731621,3.9239964775664,147.32246378839258
6223,6224,0.140625,99.96158,0.926667,52.5322,6.7354,-22.7406,0.414242,0.130805,0.192088,9.68636,0,3.40218,3.40218,11.4061,11.4061,1618.19,1618.19,328.952254,55.759756,2.65240669278904,139.80250028878172
6437,6438,0.140625,98.60619,1.43759,59.3146,6.66062,-8.72237,0.43162,0.125,0.188933,9.00629,0,1.96612,1.96612,6.48331,6.48331,534.426,534.426,326.524783,55.301404,1.2173256860089094,138.25076291078994
6108,6109,0.09375,104.5467,-1.770724,63.4098,6.61367,-35.0454,0.338987,0.125,0.174315,10.406,0,4.23833,4.23833,12.8946,12.8946,2465.95,2465.95,338.435506,56.10568,3.491204520236766,137.27603603722451
6457,6458,0.109375,100.2687,-1.90691,-46.2804,6.28335,-5.03479,0.332477,0.125,0.173192,8.84475,0,1.36222,1.36222,4.11769,4.11769,242.013,242.013,332.313169,53.67213,0.614978868175493,130.41999844262745
6016,6017,0.125,100.4796,0.603639,6.82104,6.26786,-46.5274,0.264883,0.133528,0.167777,11.1046,0,5.76539,5.76539,16.8826,16.8826,4324.43,4324.43,330.032616,55.820659,5.015508593778103,130.09826072677544
5864,5865,0.140625,106.5719,1.611814,-24.1738,6.12878,-62.7377,0.338923,0.199404,0.23797,12.4622,0,7.00896,7.00896,29.1109,29.1109,6249.34,6249.34,338.531195,60.047665,6.262718908371207,127.21168069421333
6200,6201,0.15625,102.1483,0.810065,-19.02,6.12759,-26.6534,0.320563,0.192556,0.228214,9.90485,0,3.60193,3.60193,14.3469,14.3469,1650.1,1650.1,332.240966,56.975489,2.8521021291229776,127.186122522056
6432,6433,0.125,96.88621,1.240041,-1.14053,6.01178,-10.0965,0.263092,0.125,0.160193,9.06654,0,2.29664,2.29664,6.42117,6.42117,658.175,658.175,324.501082,54.026154,1.5497285439197963,124.7830317179049
6335,6336,0.109375,110.3056,-2.284357,-12.1044,5.94421,-15.8583,0.329563,0.143161,0.189029,9.37933,0,1.99378,1.99378,6.57789,6.57789,490.459,490.459,348.395648,58.168168,1.2612463237663758,123.380986382058
6212,6213,0.109375,98.19809,-1.043427,-24.5773,5.92406,-25.2355,0.204902,0.13077,0.151887,9.8111,0,3.83602,3.83602,10.169,10.169,1809.39,1809.39,328.666692,53.120948,3.0880218221284474,122.96187024913016
8016,8017,0.109375,101.0014,-1.563756,16.969,5.87296,-38.307,0.332129,0.209972,0.244649,10.5748,0,4.87653,4.87653,20.8226,20.8226,2898.88,2898.88,332.997606,54.373883,4.12761689131546,121.90132814006161
5621,5622,0.109375,106.5403,1.035834,23.0382,5.83996,-131.624,0.28244,0.183024,0.211502,23.8884,0,20.0392,20.0392,73.973,73.973,48676.8,48676.8,339.047657,59.532665,19.292640963640263,121.21636617978294
