,Cluster,Age,Mc,Mdotc,Lwc,k,Mmin*,Mmax*,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA_,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs,l,b
257,Trumpler_1,28.8,572.4,6.09e-09,1.12e+34,8504.6,2.43,5.24,23.915,61.283,0.031,53,-1.598,-0.541,0.348,NN,7.46,1.63,12.22,2773.0,-1715.0,2178.0,-54.0,10289.0,Cl Trumpler 1,23.915,61.283,128.21955967939846,-1.1339241370246278
258,Trumpler_11,27.5,437.2,5.1e-09,9.499999999999999e+33,6473.1,1.42,5.12,151.248,-61.619,0.057,70,-7.057,3.314,0.248,NN,7.44,0.7,12.77,3578.0,890.0,-3452.0,-303.0,8210.0,Cl Trumpler 11,151.2481,-61.619,284.4623943292625,-4.8694149932870365
259,Trumpler_15,8.9,925.4,1.19e-07,2.92e+35,12578.7,2.03,7.16,161.177,-59.369,0.039,138,-6.209,2.016,0.398,manual,6.95,1.5,12.07,2599.0,777.0,-2480.0,-16.0,7958.0,Cl Trumpler 15,161.1771,-59.369,287.4101533032306,-0.37135030721426165
260,Trumpler_16,13.5,1106.9,1.2e-05,9.21e+36,15518.1,2.64,7.19,161.253,-59.7,0.061,110,-6.864,2.509,0.389,NN,7.13,1.16,11.62,2107.0,637.0,-2008.0,-23.0,7960.0,Cl Trumpler 16,161.2531,-59.7,287.59879710488144,-0.6460519053739875
261,Trumpler_17,20.0,1001.2,2.22e-08,4.46e+34,14459.0,1.46,6.59,164.108,-59.23,0.066,168,-4.631,2.216,0.375,NN,7.3,1.84,12.16,2709.0,868.0,-2566.0,20.0,7900.0,Cl Trumpler 17,164.108,-59.23,288.68573810344185,0.4230924454185021
262,UBC_101,28.2,525.0,5.84e-09,1.08e+34,7785.7,2.36,5.47,279.496,-7.135,0.07,54,-0.319,-3.037,0.413,NN,7.45,2.82,11.69,2175.0,1971.0,921.0,-10.0,6435.0,UBC 101,279.496,-7.135,25.05241959399564,-0.27648555630163557
263,UBC_103,22.4,883.0,1.55e-08,3.04e+34,12865.6,2.69,5.51,280.633,-6.592,0.066,97,-0.396,-2.266,0.285,NN,7.35,1.4,12.37,2984.0,2681.0,1310.0,-53.0,5808.0,UBC 103,280.633,-6.592,26.052151384057606,-1.031325008847239
264,UBC_10a,14.1,205.4,8.31e-09,1.79e+34,2901.5,1.39,5.77,324.652,62.206,0.512,43,-2.131,-3.031,1.075,NN,7.15,0.89,9.71,873.0,-186.0,846.0,110.0,8568.0,UBC 10a,324.652,62.206,102.41519541927323,7.285228460614463
265,UBC_126,20.0,434.4,9.62e-09,1.9300000000000002e+34,6273.1,1.89,4.37,294.985,20.054,0.043,37,-1.855,-4.391,0.366,NN,7.3,2.62,11.97,2482.0,1380.0,2062.0,-47.0,7259.0,UBC 126,294.985,20.054,56.21219373603891,-1.103104876963951
266,UBC_130,27.5,605.8,7.06e-09,1.3200000000000001e+34,8969.1,1.79,13.1,298.06,27.437,0.106,98,-2.099,-5.856,0.393,NN,7.44,1.58,11.82,2308.0,1011.0,2075.0,7.0,7616.0,UBC 130,298.06,27.437,64.009270950915,0.17188477838608926
267,UBC_135,24.0,654.5,1e-08,1.9300000000000002e+34,9586.0,2.66,12.33,299.824,33.724,0.066,62,-3.515,-6.437,0.223,NN,7.38,2.05,13.15,4263.0,1444.0,4008.0,158.0,7975.0,UBC 135,299.824,33.724,70.17452582275818,2.130593756649787
268,UBC_159,14.5,112.1,1.26e-09,2.34e+33,1662.3,1.02,4.1,339.03,39.621,0.183,67,-1.905,-4.786,1.988,NN,7.16,0.82,8.37,472.0,-50.0,450.0,-131.0,8403.0,UBC 159,339.03,39.621,96.4110634288387,-16.182195232948345
269,UBC_167,21.9,224.6,4.13e-09,8.14e+33,3266.6,1.42,3.5,324.786,62.332,0.123,39,-2.078,-3.022,1.065,NN,7.34,1.08,9.85,931.0,-200.0,901.0,119.0,8588.0,UBC 167,324.786,62.332,102.54685475919776,7.337286361596599
270,UBC_173,13.2,2024.1,1.06e-07,2.36e+35,28327.4,2.47,6.03,341.704,56.408,0.161,187,-3.405,-2.739,0.265,NN,7.12,1.55,12.78,3599.0,-1009.0,3451.0,-149.0,9965.0,UBC 173,341.704,56.408,106.28392956118061,-2.381484950672927
271,UBC_174,10.0,1724.5,1.69e-07,4.0199999999999994e+35,23641.9,2.41,7.31,341.388,57.382,0.109,223,-3.367,-2.781,0.282,NN,7.0,1.7,12.66,3396.0,-968.0,3254.0,-85.0,9861.0,UBC 174,341.388,57.382,106.58186570702696,-1.43819979039686
272,UBC_176,6.9,1082.9,2.62e-07,6.919999999999999e+35,14448.0,1.88,5.23,345.532,57.063,0.062,100,-3.597,-2.191,0.261,NN,6.84,2.04,13.13,4224.0,-1336.0,4003.0,-199.0,10471.0,UBC 176,345.532,57.063,108.46118506288924,-2.705564166036432
273,UBC_177,27.5,184.0,2.14e-09,4e+33,2724.1,1.21,6.29,339.659,67.044,0.143,43,-1.973,-0.973,0.855,NN,7.44,1.99,10.3,1149.0,-398.0,1067.0,148.0,8803.0,UBC 177,339.659,67.044,110.49428232383478,7.435996400681504
274,UBC_178,10.2,307.9,2.56e-08,5.9700000000000005e+34,4244.0,1.9,7.69,346.201,63.36,0.16,58,-1.235,-1.823,1.148,NN,7.01,1.58,9.88,947.0,-343.0,881.0,48.0,8728.0,UBC 178,346.201,63.36,111.31083589249081,2.9200506540054865
275,UBC_17a,18.6,228.3,5.81e-09,1.19e+34,3279.6,1.0,4.28,83.422,-1.671,1.356,180,1.582,-1.2,2.753,NN,7.27,0.8,7.73,352.0,-302.0,-143.0,-108.0,8643.0,UBC 17a,83.422,-1.671,205.33465421970467,-18.019412272752284
276,UBC_17b,11.5,173.7,4.91e-09,1.0200000000000001e+34,2485.0,0.95,3.65,83.195,-1.585,0.534,103,0.078,-0.163,2.376,NN,7.06,0.05,8.05,408.0,-350.0,-164.0,-127.0,8692.0,UBC 17b,83.195,-1.585,205.14247487451433,-18.179148358085175
277,UBC_182,13.5,151.5,3.22e-09,6.45e+33,2191.4,1.24,2.52,4.18,52.298,0.14,24,-2.96,-1.769,0.64,NN,7.13,0.2,10.93,1533.0,-698.0,1337.0,-271.0,9136.0,UBC 182,4.18,52.298,117.55123157790877,-10.210663061140712
278,UBC_186,23.4,3003.5,4.82e-08,9.33e+34,43915.4,1.37,12.97,23.711,60.658,0.291,533,-1.326,-0.462,0.338,NN,7.37,1.08,12.01,2528.0,-1563.0,1986.0,-78.0,10100.0,UBC 186,23.711,60.658,128.22772286497397,-1.7666583711460497
279,UBC_187,17.8,115.6,1.38e-09,2.5899999999999998e+33,1709.5,1.07,2.58,37.868,72.346,0.214,42,-1.664,-1.747,1.076,manual,7.25,1.0,9.67,859.0,-546.0,642.0,163.0,8909.0,UBC 187,37.868,72.346,130.4352628256296,10.947492273392536
280,UBC_188,26.3,363.0,4.63e-09,8.74e+33,5354.4,1.39,4.6,27.466,53.9,0.142,69,-0.866,-1.557,0.335,NN,7.42,0.33,12.29,2872.0,-1887.0,2128.0,-398.0,10446.0,UBC 188,27.466,53.9,131.5611560552963,-7.9899713013475155
281,UBC_19,6.9,142.8,2.71e-09,5.36e+33,2075.0,1.99,3.05,56.336,29.827,0.254,34,2.705,-5.17,2.385,NN,6.84,0.7,8.1,416.0,-373.0,119.0,-138.0,8714.0,UBC 19,56.336,29.827,162.21509681345643,-19.479846721262913
282,UBC_190,18.6,624.7,1.59e-08,3.25e+34,8973.9,2.14,5.78,37.448,59.782,0.095,56,-0.09,-0.483,0.314,NN,7.27,2.68,12.54,3225.0,-2280.0,2280.0,-41.0,10862.0,UBC 190,37.448,59.782,135.02130693440972,-0.7610345262859072
283,UBC_191,18.2,677.6,1.81e-08,3.72e+34,9717.3,2.27,14.64,37.507,58.0,0.169,95,-0.393,-0.947,0.392,NN,7.26,1.93,12.15,2693.0,-1927.0,1878.0,-112.0,10437.0,UBC 191,37.507,58.0,135.71083544033635,-2.404631109145896
284,UBC_204,14.8,322.6,1.32e-08,2.8600000000000003e+34,4553.9,1.7,3.96,102.371,12.045,0.064,39,0.108,-0.392,0.199,NN,7.17,0.73,13.32,4607.0,-4256.0,-1716.0,404.0,12713.0,UBC 204,102.371,12.045,201.96407644067966,5.0332658526919145
285,UBC_207,15.1,122.7,1.68e-09,3.1899999999999996e+33,1805.2,0.88,1.35,83.848,-4.486,0.232,55,1.086,0.555,2.544,NN,7.18,0.88,7.89,378.0,-315.0,-169.0,-122.0,8657.0,UBC 207,83.848,-4.486,208.17263763660003,-18.94723201903005
286,UBC_224,14.8,1135.3,4.66e-08,1.01e+35,16026.3,1.47,13.12,111.415,-20.903,0.211,195,-2.299,3.102,0.326,NN,7.17,0.98,12.07,2592.0,-1473.0,-2131.0,-100.0,10042.0,UBC 224,111.415,-20.903,235.33978943211588,-2.235183375586266
287,UBC_236,18.2,477.8,1.28e-08,2.6200000000000004e+34,6851.7,2.85,5.24,117.653,-29.945,0.048,35,-2.733,3.426,0.28,NN,7.26,2.13,12.63,3356.0,-1365.0,-3064.0,-103.0,10177.0,UBC 236,117.653,-29.945,245.98376678937953,-1.7594064399451104
288,UBC_238,19.5,1395.5,3.24e-08,6.54e+34,20117.6,2.5,15.16,117.053,-33.703,0.172,120,-2.118,3.121,0.241,NN,7.29,3.02,12.72,3492.0,-1250.0,-3251.0,-248.0,10126.0,UBC 238,117.053,-33.703,248.97284017897513,-4.098694570195787
289,UBC_261,18.6,861.4,2.19e-08,4.48e+34,12374.7,1.73,4.74,159.52,-60.503,0.08,89,-5.6,2.632,0.222,NN,7.27,0.82,12.98,3953.0,1169.0,-3774.0,-121.0,8102.0,UBC 261,159.52,-60.503,287.2237017272791,-1.764192543211819
290,UBC_263,25.1,384.6,5.38e-09,1.03e+34,5653.5,1.49,6.17,162.656,-59.992,0.143,70,-6.396,2.032,0.38,NN,7.4,1.03,12.01,2519.0,792.0,-2391.0,-25.0,7917.0,UBC 263,162.6561,-59.992,288.35912217871436,-0.5835789459382801
291,UBC_266,12.9,949.5,5.25e-08,1.17e+35,13266.1,1.69,8.83,166.334,-59.759,0.139,138,-6.686,1.698,0.356,NN,7.11,1.17,11.92,2423.0,826.0,-2278.0,17.0,7851.0,UBC 266,166.3341,-59.759,289.93325613202023,0.40784806797990597
292,UBC_267,12.9,695.0,3.84e-08,8.570000000000001e+34,9709.4,1.71,8.02,168.283,-58.901,0.135,95,-6.016,1.809,0.311,NN,7.11,0.46,11.92,2421.0,848.0,-2266.0,67.0,7827.0,UBC 267,168.2831,-58.901,290.52193250142847,1.5816744386499377
293,UBC_287,23.4,513.9,8.24e-09,1.6000000000000001e+34,7513.2,1.67,5.67,189.765,-61.272,0.059,68,-4.749,-0.734,0.433,NN,7.37,1.82,11.86,2352.0,1226.0,-2006.0,64.0,7390.0,UBC 287,189.765,-61.272,301.44456164272026,1.5639944722662493
294,UBC_291,25.1,416.8,5.83e-09,1.11e+34,6127.2,1.75,4.91,199.091,-63.436,0.049,52,-5.624,-1.586,0.307,NN,7.4,1.78,12.35,2944.0,1718.0,-2390.0,-35.0,7039.0,UBC 291,199.0911,-63.436,305.7144532960503,-0.6990022186862657
295,UBC_293,20.0,648.4,1.44e-08,2.89e+34,9364.3,1.67,4.88,202.711,-61.775,0.095,80,-4.434,-1.714,0.291,NN,7.3,1.62,12.59,3293.0,2008.0,-2610.0,42.0,6848.0,UBC 293,202.711,-61.775,307.5735965637293,0.741090987675489
296,UBC_31,26.3,278.7,3.56e-09,6.71e+33,4111.6,1.53,2.55,61.146,32.532,1.612,84,3.803,-5.468,2.723,NN,7.42,0.18,7.67,341.0,-317.0,93.0,-86.0,8657.0,UBC 31,61.146,32.532,163.52661931723208,-14.718296893779925
297,UBC_318,11.2,1944.4,1.46e-07,3.38e+35,26886.0,1.84,7.65,251.144,-47.577,0.225,236,-0.928,-2.223,0.329,NN,7.05,1.83,12.23,2795.0,2590.0,-1048.0,-56.0,5844.0,UBC 318,251.144,-47.577,337.96062483421224,-1.2019873416137867
298,UBC_320,17.8,1135.3,3.18e-08,6.56e+34,16252.9,2.43,5.61,251.403,-44.448,0.055,111,-0.651,-0.987,0.322,NN,7.25,2.48,12.46,3099.0,2920.0,-1037.0,38.0,5518.0,UBC 320,251.403,-44.448,340.4503844813173,0.701887200645842
299,UBC_323,8.9,1694.8,2.18e-07,5.3599999999999995e+35,23037.2,1.54,12.74,253.94,-40.729,0.221,267,-0.232,-1.28,0.575,NN,6.95,0.72,10.88,1496.0,1441.0,-400.0,42.0,6909.0,UBC 323,253.94,-40.729,344.5052596354228,1.6401839903425408
300,UBC_334,20.0,2375.6,5.26e-08,1.0599999999999999e+35,34307.6,2.56,5.57,265.57,-30.731,0.104,228,-0.731,-1.287,0.613,NN,7.3,3.06,11.15,1695.0,1694.0,-56.0,-9.0,6645.0,UBC 334,265.57,-30.731,358.0918051424274,-0.3237260992679379
301,UBC_341,21.9,992.8,1.83e-08,3.6e+34,14438.6,2.24,5.08,276.464,-17.076,0.09,94,-0.22,-1.487,0.478,NN,7.34,2.59,11.51,2005.0,1937.0,514.0,-78.0,6423.0,UBC 341,276.464,-17.076,14.865051299887547,-2.242493360462281
302,UBC_342,14.1,464.8,2.11e-08,4.590000000000001e+34,6539.0,1.66,5.58,273.914,-14.925,0.204,66,-0.171,-1.043,0.605,NN,7.15,1.56,11.0,1585.0,1526.0,426.0,25.0,6827.0,UBC 342,273.914,-14.925,15.608163134139843,0.9327550772435261
303,UBC_343,20.0,762.3,1.69e-08,3.39e+34,11009.2,1.61,5.05,276.989,-14.72,0.118,124,-0.711,-2.685,0.472,NN,7.3,1.68,11.74,2229.0,2128.0,658.0,-62.0,6245.0,UBC 343,276.989,-14.72,17.187050206492433,-1.5943572957160508
304,UBC_344,3.5,3715.1,5.02e-06,1.65e+37,47141.1,2.63,10.01,274.475,-12.083,0.161,314,-0.331,-2.168,0.466,NN,6.54,3.02,11.42,1919.0,1821.0,604.0,60.0,6546.0,UBC 344,274.475,-12.083,18.36916177037481,1.8021406198690497
305,UBC_345,14.5,477.1,2.06e-08,4.46e+34,6724.1,2.55,8.34,276.005,-12.256,0.129,43,-0.452,-1.706,0.472,NN,7.16,3.38,11.51,2005.0,1897.0,650.0,13.0,6475.0,UBC 345,276.005,-12.256,18.920633784489933,0.40115137902215725
306,UBC_352,6.9,1227.5,2.97e-07,7.85e+35,16376.7,2.74,4.56,281.22,-5.849,0.095,75,-1.402,-3.641,0.262,NN,6.84,2.22,12.81,3653.0,3254.0,1657.0,-77.0,5348.0,UBC 352,281.22,-5.849,26.97981543667161,-1.2111944968343575
307,UBC_353,29.5,416.7,4.23e-09,7.759999999999999e+33,6202.9,2.17,3.61,280.854,-3.735,0.072,31,-0.62,-2.152,0.438,NN,7.47,3.0,11.69,2179.0,1911.0,1046.0,2.0,6512.0,UBC 353,280.854,-3.735,28.69396560721675,0.07881138029781332
308,UBC_355,24.5,675.6,9.89e-09,1.9e+34,9913.6,2.53,4.65,281.923,-3.817,0.041,42,-0.692,-1.899,0.451,NN,7.39,2.45,11.33,1843.0,1610.0,896.0,-29.0,6788.0,UBC 355,281.923,-3.817,29.10798165428245,-0.9076704693537683
309,UBC_357,6.6,1270.1,3.46e-07,9.27e+35,16888.0,2.63,5.02,284.743,-0.237,0.096,65,-1.888,-4.076,0.288,NN,6.82,3.05,12.46,3100.0,2582.0,1713.0,-96.0,6007.0,UBC 357,284.743,-0.237,33.58002881946681,-1.7843688291986204
310,UBC_367,21.9,269.3,4.96e-09,9.759999999999999e+33,3916.2,2.5,7.15,302.357,36.47,0.053,25,-2.579,-5.098,0.322,NN,7.34,1.73,12.36,2962.0,835.0,2840.0,95.0,8024.0,UBC 367,302.357,36.47,73.60450315206016,1.8430284933201886
311,UBC_368,22.4,245.9,4.32e-09,8.46e+33,3582.6,1.49,4.8,302.847,36.512,0.11,37,-2.601,-5.769,0.431,NN,7.35,1.12,11.58,2074.0,577.0,1992.0,55.0,8014.0,UBC 368,302.847,36.512,73.8547461328824,1.5358140116679215
312,UBC_379,18.2,431.0,1.15e-08,2.36e+34,6181.1,2.5,4.3,313.264,48.538,0.075,31,-2.531,-2.442,0.364,NN,7.26,2.56,12.05,2566.0,86.0,2562.0,111.0,8642.0,UBC 379,313.264,48.538,88.06975113800219,2.4917414680981858
313,UBC_385,19.5,141.6,2.61e-09,5.14e+33,2059.4,1.5,4.74,317.94,60.092,0.102,26,-2.53,-3.468,1.178,NN,7.29,1.2,9.71,876.0,-129.0,858.0,122.0,8512.0,UBC 385,317.94,60.092,98.59475385364512,8.06060964055817
314,UBC_386,6.5,153.9,3.41e-09,6.85e+33,2222.5,1.65,6.13,319.784,61.952,0.113,28,-3.461,-3.411,0.809,NN,6.81,0.96,10.41,1206.0,-218.0,1172.0,182.0,8638.0,UBC 386,319.784,61.952,100.5820629098986,8.686155712946496
315,UBC_388,15.5,1002.4,3.73e-08,7.970000000000001e+34,14200.5,2.17,10.36,337.636,56.552,0.114,99,-3.544,-2.645,0.241,NN,7.19,1.89,12.79,3616.0,-898.0,3502.0,-72.0,9879.0,UBC 388,337.636,56.552,104.39184651429528,-1.1610340914528965
316,UBC_393,8.5,1116.9,1.61e-07,4e+35,15130.2,1.76,6.15,345.615,56.953,0.126,120,-2.87,-2.558,0.261,NN,6.93,2.03,12.9,3805.0,-1203.0,3604.0,-186.0,10201.0,UBC 393,345.615,56.953,108.45748801269927,-2.824424153438789
317,UBC_412,21.4,533.9,1.03e-08,2.0400000000000002e+34,7751.1,2.64,4.51,12.987,63.785,0.145,37,-1.631,-0.257,0.217,NN,7.33,2.25,12.71,3480.0,-1894.0,2919.0,55.0,10642.0,UBC 412,12.987,63.785,122.98826419067501,0.9133070235268809
318,UBC_414,29.5,215.1,2.19e-09,4.01e+33,3202.1,1.59,6.11,28.513,61.992,0.141,29,-1.057,-0.28,0.31,NN,7.47,1.53,12.33,2929.0,-1892.0,2236.0,1.0,10473.0,UBC 414,28.513,61.992,130.21120067482937,0.008414917385972814
319,UBC_415,23.4,57.1,1.2e-10,1.65e+32,901.2,1.11,6.95,42.54,72.914,0.12,17,-1.301,-1.626,1.096,NN,7.37,1.06,9.59,829.0,-537.0,607.0,172.0,8898.0,UBC 415,42.54,72.914,131.48684770294196,12.045080162860911
320,UBC_418,22.9,1361.2,2.29e-08,4.45e+34,19867.3,2.54,8.1,34.671,59.832,0.274,169,-0.613,-0.464,0.358,NN,7.36,1.96,12.38,2988.0,-2063.0,2161.0,-62.0,10625.0,UBC 418,34.671,59.832,133.69575658803817,-1.203898978050708
321,UBC_423,16.6,207.3,6.69e-09,1.4e+34,2951.8,2.09,4.67,48.257,58.927,0.037,16,0.603,-0.835,0.359,NN,7.22,2.64,12.01,2518.0,-1938.0,1607.0,40.0,10403.0,UBC 423,48.257,58.927,140.3297701014627,0.923359041890068
322,UBC_438,4.4,525.3,1.15e-07,3.0099999999999997e+35,7027.3,2.85,5.54,94.851,15.287,0.097,24,0.155,-0.39,0.207,NN,6.64,2.67,12.79,3605.0,-3471.0,-975.0,2.0,11851.0,UBC 438,94.851,15.287,195.71867850308638,0.03531450818437672
323,UBC_455,13.2,158.9,3.73e-09,7.55e+33,2289.9,2.02,5.32,115.386,-17.584,0.036,23,-1.943,2.447,0.243,NN,7.12,0.77,12.74,3527.0,-2058.0,-2859.0,163.0,10784.0,UBC 455,115.386,-17.584,234.2494282588876,2.651288365925865
324,UBC_464,14.1,456.5,2.07e-08,4.51e+34,6422.5,2.34,9.44,113.533,-28.127,0.165,62,-2.852,3.672,0.294,NN,7.15,1.06,12.59,3294.0,-1511.0,-2918.0,-230.0,10274.0,UBC 464,113.533,-28.127,242.6178911941958,-3.9906056695707464
325,UBC_468,11.0,462.3,3.66e-08,8.510000000000001e+34,6381.1,2.33,7.06,116.591,-30.762,0.206,40,-2.389,3.302,0.221,NN,7.04,1.33,13.1,4164.0,-1682.0,-3803.0,-213.0,10720.0,UBC 468,116.591,-30.762,246.2267702460991,-2.962873738178107
326,UBC_479,20.4,247.7,5.24e-09,1.05e+34,3583.6,1.44,2.8,124.338,-42.582,0.117,33,-4.814,5.119,0.648,NN,7.31,0.7,10.84,1473.0,-266.0,-1446.0,-100.0,8727.0,UBC 479,124.338,-42.582,259.55503653130774,-3.933403061356939
327,UBC_482,26.9,498.6,6.08e-09,1.14e+34,7368.5,1.38,5.12,131.14,-45.951,0.194,97,-5.155,4.977,0.446,NN,7.43,0.88,11.76,2245.0,-190.0,-2236.0,-77.0,8819.0,UBC 482,131.14,-45.951,265.15052867091396,-1.9807007352955683
328,UBC_487,26.3,205.2,2.62e-09,4.94e+33,3026.8,1.66,13.36,139.691,-51.6,0.062,36,-5.812,4.14,0.499,NN,7.42,1.39,11.31,1826.0,98.0,-1822.0,-46.0,8440.0,UBC 487,139.691,-51.6,273.1080563828639,-1.4875331447531592
329,UBC_489,10.5,622.7,5.48e-08,1.2899999999999999e+35,8566.5,1.6,5.9,141.158,-53.069,0.124,81,-4.954,3.807,0.324,NN,7.02,1.31,12.23,2792.0,232.0,-2780.0,-91.0,8570.0,UBC 489,141.158,-53.069,274.7805371500311,-1.8955694045148566
330,UBC_504,11.2,294.1,2.21e-08,5.1e+34,4066.2,1.54,3.74,159.738,-61.099,0.045,33,-5.743,2.921,0.174,NN,7.05,1.15,13.42,4824.0,1458.0,-4595.0,-187.0,8274.0,UBC 504,159.7381,-61.099,287.6076240761362,-2.23250045629528
331,UBC_51,10.0,193.2,6.88e-09,1.46e+34,2740.9,1.36,3.1,59.648,52.56,0.148,34,-0.279,-1.275,0.879,NN,7.0,0.79,10.11,1051.0,-903.0,537.0,-8.0,9258.0,UBC 51,59.648,52.56,149.23340916359518,-0.4816873240446075
332,UBC_510,15.5,252.1,9.39e-09,2.0000000000000001e+34,3571.6,1.72,3.92,163.234,-62.747,0.038,24,-5.675,2.08,0.18,NN,7.19,1.48,13.22,4395.0,1489.0,-4129.0,-223.0,7999.0,UBC 510,163.2341,-62.747,289.83145777238633,-2.9290246608663595
333,UBC_515,8.1,284.2,2.04e-08,4.7e+34,3935.3,1.81,3.62,179.311,-62.968,0.075,30,-6.147,0.691,0.239,NN,6.91,1.53,12.77,3580.0,1615.0,-3195.0,-46.0,7444.0,UBC 515,179.3111,-62.968,296.81943092513524,-0.7411985215854918
334,UBC_517,22.4,413.5,7.27e-09,1.4200000000000002e+34,6023.8,1.56,3.13,182.482,-63.791,0.148,53,-5.685,0.008,0.392,NN,7.35,0.77,11.85,2348.0,1115.0,-2065.0,-53.0,7513.0,UBC 517,182.4821,-63.791,298.3677804124606,-1.2877104939121062
335,UBC_522,15.1,512.2,2e-08,4.3e+34,7243.7,1.93,5.36,190.822,-61.627,0.11,57,-4.447,-1.154,0.396,NN,7.18,2.22,11.93,2435.0,1289.0,-2066.0,52.0,7347.0,UBC 522,190.822,-61.627,301.96363246225496,1.2294235797963533
336,UBC_525,11.7,413.8,2.8e-08,6.400000000000001e+34,5742.0,1.72,7.54,196.023,-63.941,0.1,54,-4.202,-1.219,0.436,NN,7.07,2.26,11.79,2279.0,1285.0,-1882.0,-43.0,7301.0,UBC 525,196.023,-63.941,304.32133121182164,-1.103395227017611
337,UBC_526,18.2,143.8,2.74e-09,5.41e+33,2088.5,1.95,5.64,199.664,-62.523,0.074,17,-4.158,-1.833,0.452,NN,7.26,1.46,11.47,1969.0,1159.0,-1591.0,6.0,7355.0,UBC 526,199.664,-62.523,306.06568261374633,0.183022930609715
338,UBC_535,17.8,305.0,8.53e-09,1.7600000000000002e+34,4366.0,1.82,3.8,237.584,-56.758,0.05,28,-3.938,-4.544,0.3,NN,7.25,2.16,12.28,2862.0,2361.0,-1615.0,-99.0,6193.0,UBC 535,237.584,-56.758,325.63677585897835,-1.9906644006497602
339,UBC_541,21.9,860.1,1.58e-08,3.12e+34,12509.4,2.91,4.96,243.015,-50.188,0.088,61,-2.688,-2.785,0.391,NN,7.34,2.78,11.82,2309.0,2046.0,-1070.0,33.0,6384.0,UBC 541,243.015,-50.188,332.380689784166,0.8498362038199719
340,UBC_547,15.1,1897.3,7.42e-08,1.59e+35,26830.2,2.47,6.61,251.64,-47.103,0.18,175,-0.744,-2.007,0.312,NN,7.18,1.63,12.18,2726.0,2536.0,-997.0,-54.0,5888.0,UBC 547,251.64,-47.103,338.5393638045046,-1.148702268699982
341,UBC_552,11.2,515.2,3.87e-08,8.94e+34,7124.2,2.68,7.02,254.724,-42.06,0.08,39,-0.162,-0.387,0.355,NN,7.05,3.19,11.94,2446.0,2350.0,-681.0,16.0,6028.0,UBC 552,254.724,-42.06,343.8307413025483,0.3507668647349409
342,UBC_553,13.2,255.8,1.34e-08,2.9800000000000003e+34,3579.9,1.84,6.77,253.51,-41.271,0.103,38,-0.551,-1.811,0.581,NN,7.12,1.36,11.0,1583.0,1520.0,-439.0,42.0,6833.0,UBC 553,253.51,-41.271,343.8794862168555,1.5518511243294035
343,UBC_558,7.2,2244.1,4.83e-07,1.26e+36,30041.9,2.56,5.45,259.353,-40.276,0.069,130,-0.734,-1.952,0.342,NN,6.86,3.23,12.26,2833.0,2763.0,-620.0,-68.0,5610.0,UBC 558,259.353,-40.276,347.34508914068533,-1.372718870403391
344,UBC_559,11.5,1460.6,1.04e-07,2.39e+35,20231.6,2.58,9.08,259.123,-39.699,0.152,117,-0.493,-1.409,0.386,NN,7.06,3.1,11.66,2144.0,2095.0,-456.0,-34.0,6261.0,UBC 559,259.123,-39.699,347.7137738986119,-0.8951116924818346
345,UBC_562,11.7,815.5,5.53e-08,1.26e+35,11315.5,2.71,6.35,262.776,-37.891,0.083,54,-0.155,-2.621,0.403,NN,7.07,3.4,11.94,2440.0,2407.0,-389.0,-95.0,5945.0,UBC 562,262.776,-37.891,350.81293524574005,-2.227339564210112
346,UBC_564,25.7,702.7,9.39e-09,1.78e+34,10347.3,2.82,9.88,263.999,-34.645,0.101,50,-0.234,-1.719,0.373,NN,7.41,3.02,11.9,2396.0,2383.0,-246.0,-53.0,5961.0,UBC 564,263.999,-34.645,354.075126214674,-1.291145327939198
347,UBC_565,9.1,1223.7,1.49e-07,3.64e+35,16662.4,2.83,5.93,264.004,-33.908,0.127,79,-0.138,-1.467,0.396,NN,6.96,3.16,11.81,2299.0,2289.0,-212.0,-36.0,6054.0,UBC 565,264.004,-33.908,354.69829614147005,-0.8974570973132382
348,UBC_568,5.6,766.9,3.19e-07,8.97e+35,10078.7,3.32,12.28,262.951,-31.915,0.041,50,-0.853,-1.813,0.327,NN,6.75,3.6,12.03,2545.0,2538.0,-182.0,41.0,5803.0,UBC 568,262.951,-31.915,355.8914013732909,0.9273542769668432
349,UBC_578,21.9,272.9,5.02e-09,9.89e+33,3969.7,2.63,4.2,301.607,33.015,0.045,13,-2.708,-4.951,0.182,NN,7.34,2.53,13.21,4393.0,1476.0,4137.0,37.0,8013.0,UBC 578,301.607,33.015,70.36457775996108,0.4923734619877726
350,UBC_584,14.1,144.9,2.81e-09,5.57e+33,2103.0,1.97,3.89,304.213,41.983,0.035,15,-3.678,-4.135,0.54,manual,7.15,2.7,11.12,1674.0,318.0,1640.0,107.0,8187.0,UBC 584,304.213,41.983,79.00491235364818,3.676406731702361
351,UBC_587,14.5,604.3,2.61e-08,5.65e+34,8516.5,3.13,6.07,311.587,43.69,0.106,26,-2.86,-4.837,0.286,NN,7.16,3.11,12.19,2735.0,305.0,2718.0,14.0,8481.0,UBC 587,311.587,43.69,83.57888886986954,0.3242818425331162
